ï»¿CustomerID,Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
18984,63,44,11,3,4,450,6,0,True,True,False,True,False
18985,62,13,30,0,9,595,4,0,True,True,False,False,True
18986,21,48,12,0,10,264,17,0,True,False,False,False,True
18987,54,37,18,0,18,689,14,0,True,True,False,False,True
18988,50,1,13,0,25,343,17,1,False,False,False,False,True
18989,59,9,11,4,9,757,19,0,False,False,False,False,False
18990,28,11,25,8,14,937,10,0,False,False,True,False,True
18991,65,11,16,9,0,286,12,0,True,False,True,False,True
18992,64,11,22,3,27,680,17,0,True,False,True,True,False
18993,34,40,25,4,4,197,12,0,False,False,False,False,True
18994,29,38,18,2,17,788,15,0,False,False,False,True,False
18995,63,22,5,2,29,413,28,0,True,True,False,False,True
18996,49,27,29,10,20,330,23,1,True,True,False,False,True
18997,60,31,28,3,2,790,29,0,False,True,False,False,True
18998,24,57,18,5,29,387,22,1,True,False,True,False,True
18999,39,17,18,2,3,786,20,0,False,False,True,False,False
19000,56,47,25,4,8,804,10,0,False,True,False,False,True
19001,28,13,25,0,1,592,27,0,True,False,False,False,False
19002,27,58,24,5,5,262,21,0,True,True,False,False,True
19003,53,53,11,0,24,707,12,1,False,True,False,True,False
19004,51,16,6,7,12,935,30,0,False,False,True,False,False
19005,38,42,11,4,8,829,17,0,True,False,False,False,True
19006,22,14,29,8,19,910,27,0,False,True,False,True,False
19007,62,12,13,3,30,506,1,0,True,False,False,False,False
19008,44,18,30,7,3,876,27,0,False,True,False,True,False
19009,19,39,1,8,23,778,5,1,False,False,True,False,False
19010,49,44,18,0,30,939,29,1,False,True,False,True,False
19011,36,50,2,3,19,685,26,0,True,False,False,True,False
19012,39,40,15,9,25,111,14,1,True,False,False,False,False
19013,24,8,10,8,30,361,25,0,True,False,True,True,False
19014,48,22,18,6,28,555,23,0,True,False,True,False,True
19015,42,5,1,0,10,719,10,1,True,False,False,False,True
19016,29,53,9,9,20,913,3,1,True,False,True,False,True
19017,47,25,12,10,6,701,30,0,False,False,False,False,True
19018,33,4,6,2,3,996,21,0,True,True,False,False,False
19019,64,26,8,2,5,682,19,0,True,True,False,True,False
19020,39,8,9,5,3,953,16,0,False,True,False,False,False
19021,39,7,14,9,18,977,19,0,True,False,False,False,True
19022,18,58,30,9,6,701,6,0,False,False,False,False,False
19023,46,49,24,8,27,737,15,1,True,False,False,False,True
19024,36,53,5,8,28,985,5,1,False,True,False,True,False
19025,49,51,1,8,13,255,13,0,False,True,False,True,False
19026,39,39,22,2,22,853,26,0,True,True,False,False,True
19027,33,15,29,10,12,318,24,0,False,False,True,False,False
19028,50,36,13,1,7,679,13,0,False,True,False,False,False
19029,47,60,27,7,13,811,6,0,True,False,True,False,False
19030,56,38,25,0,6,613,2,0,False,False,True,True,False
19031,37,55,29,6,3,139,5,0,True,False,True,True,False
19032,38,46,3,7,6,446,21,0,False,False,False,False,True
19033,50,9,13,9,12,294,1,0,False,False,True,False,True
19034,65,56,2,1,23,858,6,0,True,True,False,False,False
19035,63,24,8,4,28,329,2,0,True,True,False,False,False
19036,33,24,26,2,27,508,21,1,False,False,True,True,False
19037,52,13,4,2,17,746,15,0,False,False,True,False,False
19038,42,8,20,5,17,192,2,0,True,False,True,True,False
19039,37,19,9,9,28,231,2,0,True,True,False,False,False
19040,24,48,1,6,15,951,26,0,True,False,True,False,False
19041,56,15,19,6,28,270,21,0,True,False,False,False,True
19042,59,51,30,10,16,201,30,1,True,False,False,True,False
19043,29,12,8,4,23,693,1,0,True,False,False,False,True
19044,18,47,30,4,2,928,28,0,True,False,False,False,True
19045,31,33,17,7,13,496,7,0,True,False,True,False,False
19046,27,13,12,8,25,800,3,0,True,True,False,False,True
19047,50,15,14,2,18,415,30,0,False,True,False,True,False
19048,56,11,13,3,4,923,28,0,False,True,False,True,False
19049,44,5,30,6,28,207,4,0,True,False,False,True,False
19050,20,8,1,2,19,420,23,0,False,False,False,False,True
19051,47,53,8,5,3,938,7,0,False,True,False,True,False
19052,30,30,14,0,0,900,21,0,True,False,False,True,False
19053,43,23,7,7,28,776,24,1,False,False,True,True,False
19054,38,26,21,6,18,736,12,1,False,True,False,False,True
19055,63,26,24,8,18,643,15,1,True,False,True,False,True
19056,39,52,14,3,21,640,17,1,False,False,True,True,False
19057,32,35,10,9,27,898,23,1,True,False,True,False,False
19058,57,58,11,1,16,799,27,0,False,False,False,True,False
19059,18,17,25,7,14,630,17,0,False,False,False,False,False
19060,30,21,6,0,25,455,6,1,False,False,False,True,False
19061,36,50,18,0,8,824,21,0,False,True,False,True,False
19062,40,15,2,3,28,458,20,0,True,True,False,False,False
19063,49,39,28,10,5,461,10,0,True,True,False,True,False
19064,62,3,1,0,16,798,14,0,True,True,False,False,True
19065,18,30,2,8,27,661,23,1,True,False,False,True,False
19066,46,9,22,9,19,884,30,0,False,False,True,False,False
19067,64,25,6,6,5,788,23,0,True,False,False,False,False
19068,27,27,11,0,12,996,5,0,True,True,False,False,True
19069,38,4,18,5,20,738,29,0,False,False,True,False,False
19070,24,24,13,4,15,281,6,0,False,False,True,False,False
19071,48,8,8,8,0,167,21,0,True,True,False,True,False
19072,39,30,23,10,30,502,30,1,False,False,True,True,False
19073,38,10,12,9,22,144,26,1,False,False,False,False,True
19074,60,8,25,6,8,206,13,0,True,False,True,False,True
19075,56,59,21,9,7,327,18,0,True,False,False,False,False
19076,43,60,1,2,23,625,29,0,True,False,True,True,False
19077,21,58,12,0,14,531,27,0,False,False,False,False,False
19078,45,28,26,4,21,399,6,0,True,False,False,False,False
19079,31,3,15,6,0,110,27,0,False,False,True,False,False
19080,60,26,1,5,7,107,3,1,False,True,False,True,False
19081,34,48,25,0,22,324,13,1,False,False,False,True,False
19082,65,22,11,6,15,984,5,0,False,True,False,False,False
19083,22,59,8,3,17,469,20,0,False,False,False,False,False
19084,65,30,13,9,29,579,6,1,True,True,False,False,False
19085,30,53,2,8,4,979,11,0,False,False,False,False,False
19086,53,56,19,5,24,337,7,1,False,False,False,True,False
19087,18,8,19,7,2,714,7,0,False,False,False,False,True
19088,49,14,10,4,28,475,3,0,True,False,True,False,False
19089,59,58,8,0,2,327,23,0,True,True,False,True,False
19090,39,28,22,5,26,299,14,1,False,False,False,False,False
19091,54,41,17,2,2,770,16,0,False,False,True,False,False
19092,30,54,28,5,28,137,13,1,False,False,False,True,False
19093,55,53,9,4,20,241,1,0,True,False,True,True,False
19094,60,19,21,0,17,258,27,0,False,False,True,False,True
19095,63,25,24,4,25,135,5,1,False,True,False,True,False
19096,33,26,11,8,10,125,18,0,False,False,True,False,False
19097,41,21,15,9,15,899,5,0,True,False,False,False,True
19098,31,2,5,0,25,463,17,0,True,False,False,False,True
19099,35,45,17,1,15,969,13,0,True,False,False,False,False
19100,24,49,24,3,2,682,3,0,True,False,True,False,False
19101,29,25,15,3,4,644,2,0,False,False,True,False,True
19102,35,32,4,9,14,281,14,0,True,True,False,True,False
19103,50,12,18,0,16,180,13,0,True,False,False,False,False
19104,43,55,14,8,3,839,19,0,False,False,True,False,True
19105,25,8,14,0,25,262,16,0,True,False,True,True,False
19106,45,53,26,8,22,270,23,1,True,False,False,False,True
19107,44,3,29,7,0,494,22,0,True,False,True,False,True
19108,44,8,16,5,0,186,16,0,True,False,True,False,False
19109,30,53,6,1,22,108,1,1,False,False,False,False,True
19110,31,27,2,7,11,297,10,1,True,True,False,False,False
19111,31,28,3,0,20,447,30,0,False,False,True,False,True
19112,37,40,22,0,12,175,5,0,True,False,True,True,False
19113,19,28,22,9,9,236,29,0,True,True,False,True,False
19114,25,7,3,3,25,181,29,1,False,True,False,False,False
19115,65,31,30,5,22,793,9,1,True,False,True,True,False
19116,34,26,13,6,6,705,7,0,True,False,False,False,False
19117,21,52,1,7,8,149,10,0,True,False,True,True,False
19118,53,47,24,4,26,453,3,1,False,True,False,False,True
19119,59,49,15,2,18,701,16,0,False,True,False,False,False
19120,42,48,12,5,26,540,13,1,False,True,False,False,False
19121,55,49,14,9,0,409,13,0,True,False,False,False,False
19122,63,6,5,0,8,744,26,0,False,True,False,False,False
19123,47,23,10,10,7,344,14,0,False,False,True,False,True
19124,49,18,8,10,23,155,16,1,False,False,True,False,True
19125,42,32,3,8,13,377,30,0,False,True,False,False,False
19126,52,51,21,10,8,260,10,0,False,True,False,False,False
19127,56,31,7,1,11,717,3,0,False,True,False,True,False
19128,20,60,17,0,22,780,12,0,True,True,False,False,False
19129,51,31,13,10,11,508,17,0,True,False,False,False,True
19130,55,39,13,3,18,770,22,0,True,False,True,False,True
19131,42,32,15,10,0,369,9,0,True,False,False,False,True
19132,45,40,24,5,25,114,7,1,False,False,True,True,False
19133,45,45,7,3,9,183,12,0,False,True,False,False,False
19134,61,52,4,4,18,117,25,1,False,False,False,False,True
19135,53,55,5,3,24,659,14,0,False,False,False,False,True
19136,18,31,30,2,30,403,11,1,False,True,False,True,False
19137,55,9,15,5,4,792,5,0,False,False,True,True,False
19138,51,50,2,1,23,461,20,1,False,True,False,False,True
19139,18,6,25,10,18,285,29,0,True,False,True,False,False
19140,18,14,19,9,23,189,17,0,True,False,False,True,False
19141,25,3,7,8,28,877,30,0,False,False,False,False,False
19142,58,38,21,7,7,426,5,0,True,False,False,False,False
19143,41,55,30,2,24,120,14,1,False,False,True,False,True
19144,60,34,3,10,10,823,14,1,True,True,False,False,True
19145,36,2,9,4,20,724,22,0,False,False,False,False,True
19146,41,32,10,1,20,970,16,0,False,False,True,True,False
19147,30,25,24,0,25,647,18,0,True,False,False,False,True
19148,24,57,18,2,26,944,9,0,True,True,False,True,False
19149,42,13,8,0,3,351,20,0,False,False,False,True,False
19150,51,43,2,6,13,592,18,1,False,True,False,True,False
19151,36,13,19,6,4,757,15,0,True,False,False,False,False
19152,51,28,15,8,25,620,11,1,False,False,True,False,True
19153,22,50,1,0,24,855,21,0,True,False,True,True,False
19154,27,28,15,9,15,856,20,0,True,False,False,False,False
19155,42,52,23,3,6,711,9,0,True,False,True,False,True
19156,65,58,28,10,13,234,18,0,False,True,False,False,True
19157,62,49,24,9,29,665,1,1,True,False,False,False,False
19158,32,45,20,10,5,914,5,0,False,False,False,True,False
19159,45,51,23,5,9,899,5,0,True,True,False,False,False
19160,26,51,29,10,17,542,30,1,False,True,False,False,True
19161,52,16,4,3,4,532,3,0,True,False,False,False,False
19162,39,33,1,5,19,962,23,1,True,True,False,False,False
19163,24,13,4,4,23,189,5,0,True,False,True,False,False
19164,36,41,4,6,21,492,14,1,True,False,False,True,False
19165,52,12,23,3,1,999,28,0,True,False,True,False,False
19166,52,59,11,6,6,950,10,0,False,True,False,False,True
19167,21,13,3,4,12,630,10,0,False,False,True,False,True
19168,65,24,13,5,6,675,14,0,False,False,False,False,False
19169,39,12,21,5,9,283,17,0,True,False,True,False,False
19170,52,52,18,8,20,412,28,1,True,False,True,True,False
19171,18,53,25,0,17,332,13,0,False,False,False,False,True
19172,43,32,20,2,13,943,28,0,False,False,True,False,True
19173,31,17,23,6,7,263,6,0,True,True,False,True,False
19174,65,22,15,6,24,481,13,0,True,False,False,False,False
19175,63,31,14,2,22,444,28,0,True,True,False,True,False
19176,53,17,30,0,22,651,27,0,False,False,True,False,True
19177,41,34,20,0,17,567,20,0,False,False,False,False,False
19178,50,58,29,4,8,198,8,0,True,False,False,False,False
19179,53,25,26,6,9,786,9,0,False,False,False,True,False
19180,24,27,27,7,4,785,20,0,False,False,True,True,False
19181,56,19,10,10,7,867,8,0,False,False,True,False,True
19182,28,14,3,2,9,509,3,0,True,False,False,False,False
19183,19,50,24,1,30,144,16,0,True,False,True,True,False
19184,31,58,10,6,28,317,26,1,True,False,False,False,True
19185,48,39,12,5,21,600,8,1,True,False,False,False,False
19186,64,34,24,10,25,338,15,1,True,True,False,False,False
19187,27,39,17,10,6,853,16,0,True,False,False,True,False
19188,36,9,25,1,21,438,22,0,True,False,False,False,False
19189,48,54,28,1,17,839,8,0,False,False,True,False,False
19190,42,21,8,4,23,171,24,0,True,False,True,True,False
19191,57,12,15,8,24,315,20,0,True,False,True,True,False
19192,50,58,4,6,20,792,6,1,True,True,False,True,False
19193,51,16,5,3,25,156,16,0,True,False,False,True,False
19194,23,10,15,8,10,450,14,0,False,True,False,True,False
19195,49,58,3,8,17,601,7,1,False,False,True,False,False
19196,62,5,6,5,19,905,21,0,True,False,False,False,True
19197,56,15,20,10,29,385,28,1,False,False,True,False,True
19198,64,42,19,5,9,505,21,0,True,False,True,True,False
19199,47,32,9,5,20,309,14,1,True,False,False,False,False
19200,47,55,10,4,13,406,22,0,False,False,False,False,True
19201,28,33,27,2,20,106,13,0,False,False,False,True,False
19202,61,56,2,2,9,915,16,0,True,False,False,False,True
19203,23,25,15,8,28,407,27,1,True,True,False,True,False
19204,65,11,29,0,0,484,19,0,False,True,False,False,True
19205,27,55,9,7,21,315,29,1,False,False,False,True,False
19206,18,42,24,10,25,348,5,1,False,False,False,True,False
19207,44,45,21,4,26,574,7,1,False,False,False,True,False
19208,20,42,7,5,23,736,22,1,True,True,False,False,True
19209,24,49,8,1,8,176,6,0,False,True,False,False,False
19210,47,29,11,7,24,411,19,1,False,False,True,False,True
19211,51,16,18,2,19,896,19,0,True,False,False,False,False
19212,20,37,17,7,21,329,27,1,False,False,False,True,False
19213,60,48,21,7,16,383,27,1,True,True,False,False,False
19214,57,54,8,5,2,904,11,0,True,False,False,True,False
19215,57,46,29,8,9,815,4,0,True,True,False,True,False
19216,49,49,8,6,26,597,5,1,True,False,False,False,True
19217,65,14,16,9,7,637,1,0,True,False,False,False,False
19218,40,40,20,10,27,752,30,1,True,True,False,False,True
19219,64,16,27,4,27,382,26,1,False,False,True,True,False
19220,39,56,5,7,30,909,22,1,False,True,False,False,True
19221,48,58,20,4,11,495,29,0,False,False,False,True,False
19222,24,4,1,0,23,471,18,0,True,False,True,True,False
19223,28,32,11,9,16,305,21,1,False,True,False,True,False
19224,58,19,28,2,4,555,17,0,True,False,False,False,True
19225,43,40,6,5,30,635,1,1,True,False,False,False,True
19226,39,30,1,2,6,891,16,0,False,False,False,False,False
19227,35,27,9,5,2,577,26,0,True,True,False,False,False
19228,34,16,8,9,30,377,25,0,True,True,False,False,True
19229,28,11,7,1,21,599,4,0,False,True,False,False,True
19230,28,1,27,2,8,726,15,0,True,True,False,True,False
19231,28,1,3,3,6,471,26,0,False,True,False,False,False
19232,46,7,7,1,10,963,2,0,False,False,True,False,True
19233,19,46,19,6,18,725,27,1,False,False,True,True,False
19234,27,57,24,2,12,291,16,0,True,True,False,True,False
19235,53,54,3,8,16,189,29,1,True,True,False,False,False
19236,35,9,1,5,9,985,24,0,True,False,False,False,True
19237,40,22,4,2,16,814,13,0,True,True,False,True,False
19238,32,33,19,1,27,161,6,0,True,False,False,False,False
19239,42,33,24,7,7,348,17,0,True,True,False,False,False
19240,65,37,18,7,23,696,12,1,True,False,True,True,False
19241,48,36,28,10,2,895,20,0,False,True,False,True,False
19242,22,43,2,9,28,812,17,1,True,False,True,False,True
19243,59,20,3,7,14,987,16,1,True,False,True,False,False
19244,43,36,27,4,24,378,11,0,True,False,False,True,False
19245,60,36,19,5,10,159,21,0,True,True,False,False,False
19246,56,4,30,10,8,376,25,0,True,True,False,False,True
19247,56,21,2,3,6,290,13,0,True,True,False,False,True
19248,61,30,26,7,23,971,8,1,False,True,False,True,False
19249,56,8,1,8,17,655,20,1,False,False,True,False,True
19250,24,40,7,9,14,730,25,0,True,False,True,False,True
19251,39,1,17,2,27,827,25,0,False,False,False,False,True
19252,24,9,6,8,19,799,10,0,False,True,False,False,True
19253,47,29,30,10,6,908,12,0,True,True,False,True,False
19254,46,48,21,10,15,820,28,0,True,False,True,False,True
19255,60,23,15,5,13,551,17,0,False,True,False,True,False
19256,61,41,25,3,30,926,8,0,False,False,True,False,False
19257,56,51,9,7,11,322,3,0,False,True,False,False,True
19258,64,57,9,0,4,553,25,0,True,False,True,True,False
19259,23,6,14,10,18,768,22,0,True,True,False,False,True
19260,46,30,22,0,20,122,8,0,False,True,False,False,False
19261,57,59,9,2,23,524,21,0,False,False,False,False,True
19262,40,60,4,0,28,699,20,0,False,False,False,False,False
19263,41,29,29,6,28,124,12,1,True,False,False,False,True
19264,21,30,10,6,4,602,19,0,True,False,False,True,False
19265,36,57,12,0,28,855,26,0,False,True,False,False,True
19266,20,39,13,4,19,178,18,0,False,True,False,True,False
19267,32,6,2,1,27,218,17,1,False,False,False,False,True
19268,30,57,7,9,3,542,16,0,False,False,False,True,False
19269,57,34,23,1,18,820,1,0,True,False,False,False,False
19270,49,56,16,9,9,846,1,0,True,False,False,True,False
19271,41,43,27,1,25,302,4,1,False,False,True,False,True
19272,42,44,18,6,21,747,17,1,True,False,True,False,True
19273,45,39,13,0,23,245,4,1,False,False,True,False,False
19274,58,58,23,0,7,310,29,0,False,True,False,False,False
19275,25,8,23,6,27,876,19,0,True,False,False,False,True
19276,64,46,7,9,24,339,6,1,False,False,True,False,False
19277,40,48,15,0,29,842,20,0,True,True,False,False,True
19278,57,49,13,9,7,434,24,0,False,False,True,False,True
19279,63,5,13,6,30,279,25,0,True,False,True,False,False
19280,38,52,22,4,21,727,27,0,False,False,False,False,False
19281,19,52,20,9,29,789,22,1,True,True,False,False,True
19282,33,40,12,9,27,158,17,1,False,True,False,True,False
19283,47,7,16,6,6,800,30,0,False,False,True,False,True
19284,43,46,8,5,24,293,19,1,False,False,False,False,False
19285,41,54,18,10,6,659,18,0,True,True,False,False,False
19286,52,55,21,0,2,514,30,0,False,False,False,False,True
19287,64,25,7,4,26,875,7,0,False,False,True,False,False
19288,34,29,19,2,14,200,26,0,False,False,True,False,True
19289,26,53,2,10,6,158,14,0,True,False,False,True,False
19290,25,56,7,7,6,562,13,0,False,False,False,True,False
19291,20,7,1,6,21,967,22,1,False,False,True,False,False
19292,42,3,14,4,20,249,7,0,True,True,False,False,False
19293,46,2,3,7,24,426,29,1,True,False,False,False,False
19294,63,7,3,6,22,415,4,1,True,True,False,False,False
19295,45,58,2,1,0,107,12,0,True,True,False,True,False
19296,34,34,14,3,22,182,14,0,True,False,False,False,True
19297,23,37,10,6,25,950,8,1,True,False,False,False,True
19298,51,44,21,0,8,971,24,0,False,False,False,False,False
19299,19,18,30,6,19,716,13,0,True,True,False,False,True
19300,62,23,3,7,29,435,17,1,False,False,False,False,True
19301,22,36,29,5,9,713,1,0,False,False,False,False,True
19302,52,24,24,9,22,993,1,1,False,True,False,False,True
19303,40,28,19,8,1,802,15,0,False,True,False,True,False
19304,35,35,14,8,22,391,10,1,True,False,False,False,True
19305,36,53,8,8,17,844,20,1,False,False,True,True,False
19306,29,5,14,5,18,984,23,0,False,True,False,False,True
19307,64,37,26,2,27,140,18,0,True,False,False,True,False
19308,25,28,27,8,5,103,2,0,False,False,False,False,False
19309,49,22,12,9,16,471,13,0,False,False,True,True,False
19310,46,30,22,5,20,516,1,1,True,False,True,True,False
19311,27,47,26,10,24,739,4,1,False,False,False,False,False
19312,23,48,8,0,20,548,27,0,False,False,False,False,True
19313,58,5,13,2,2,466,30,0,True,False,False,False,True
19314,44,52,25,6,18,330,2,1,False,True,False,True,False
19315,39,18,17,6,26,400,2,1,False,False,True,False,False
19316,26,49,10,2,14,950,22,0,False,False,True,True,False
19317,58,4,30,3,11,741,30,0,True,True,False,False,False
19318,61,3,23,9,8,528,19,0,False,True,False,False,True
19319,59,23,23,10,19,224,8,0,True,False,True,False,False
19320,54,25,4,10,0,184,16,1,True,False,True,False,True
19321,23,2,9,0,6,650,1,0,True,False,False,False,False
19322,55,57,24,4,3,263,27,0,True,False,True,False,True
19323,58,11,14,8,17,893,14,0,False,False,False,False,True
19324,53,3,13,5,2,519,23,0,False,True,False,False,False
19325,53,29,15,6,27,446,13,1,False,False,True,True,False
19326,20,44,10,5,19,139,14,1,False,True,False,False,True
19327,53,13,9,3,8,383,1,0,True,False,True,True,False
19328,48,59,19,10,2,781,28,0,True,False,False,False,False
19329,56,11,23,0,6,502,7,0,False,False,True,True,False
19330,36,6,24,6,27,995,21,0,True,False,False,False,False
19331,35,50,30,0,27,431,26,0,True,True,False,True,False
19332,52,11,8,4,13,418,29,0,True,True,False,True,False
19333,25,33,18,6,14,441,25,0,True,True,False,True,False
19334,64,6,28,8,14,591,26,0,False,False,False,True,False
19335,19,11,10,0,8,773,8,0,True,False,True,True,False
19336,49,44,20,4,7,336,4,0,False,False,False,True,False
19337,32,36,28,6,21,118,27,1,False,True,False,False,False
19338,45,44,23,6,25,964,26,1,True,False,True,True,False
19339,40,5,10,5,5,348,24,0,True,False,True,False,True
19340,27,30,19,9,5,205,2,0,False,False,False,True,False
19341,56,2,6,3,27,867,8,0,True,True,False,True,False
19342,44,19,19,5,2,681,11,0,True,False,False,True,False
19343,47,20,16,5,14,981,20,0,True,True,False,True,False
19344,18,12,29,7,5,328,23,0,False,True,False,False,False
19345,31,32,5,6,29,424,18,1,False,False,False,False,True
19346,61,27,1,3,1,134,30,0,False,False,True,False,True
19347,45,35,2,6,23,858,29,1,False,False,True,False,False
19348,40,1,17,10,15,990,20,0,True,True,False,True,False
19349,26,53,7,1,22,273,7,0,True,False,False,True,False
19350,35,24,19,8,15,939,8,0,True,False,False,False,False
19351,22,55,19,1,4,407,10,0,False,False,True,False,False
19352,60,10,29,4,13,279,9,0,False,False,False,False,False
19353,36,51,21,9,19,993,22,1,True,False,True,True,False
19354,29,30,17,7,11,494,15,0,True,False,False,False,True
19355,18,29,30,5,27,288,8,1,False,False,False,False,False
19356,28,43,27,1,21,198,3,0,True,False,True,False,False
19357,65,20,28,7,17,978,22,0,False,False,True,False,True
19358,37,12,19,6,30,295,21,0,True,False,False,True,False
19359,32,7,13,7,3,678,5,0,False,False,False,True,False
19360,58,2,12,6,22,850,6,0,True,False,False,True,False
19361,45,48,18,2,24,491,7,0,True,False,False,False,False
19362,22,55,9,4,1,343,28,0,True,True,False,False,True
19363,33,60,19,0,28,490,14,0,True,False,False,False,False
19364,26,32,11,5,11,503,2,0,False,False,True,False,False
19365,31,29,1,2,16,177,26,0,True,True,False,False,True
19366,57,3,28,8,2,865,20,0,False,False,False,False,False
19367,39,15,9,6,2,206,17,0,False,True,False,False,False
19368,42,22,20,2,26,286,14,0,True,False,False,False,False
19369,58,44,26,4,9,913,15,0,True,True,False,True,False
19370,42,20,4,10,25,503,18,1,False,False,True,True,False
19371,26,40,26,0,13,520,8,0,True,False,False,False,False
19372,30,17,25,10,7,790,5,0,False,False,True,True,False
19373,63,17,8,9,24,665,12,0,True,False,True,True,False
19374,43,55,24,7,15,363,16,0,False,False,False,True,False
19375,55,4,22,9,22,843,12,0,False,True,False,False,False
19376,60,47,26,6,17,604,3,1,True,False,False,True,False
19377,45,26,17,7,11,825,3,0,False,False,False,False,True
19378,38,38,24,9,13,716,29,0,True,False,False,False,True
19379,53,26,25,10,30,388,24,1,False,False,False,False,True
19380,58,1,11,2,19,659,8,0,False,False,False,True,False
19381,34,4,27,4,14,731,3,0,True,False,False,False,True
19382,41,8,3,8,19,174,12,0,True,True,False,True,False
19383,39,18,16,5,17,292,4,0,False,False,True,False,False
19384,39,18,2,5,14,227,16,1,False,False,True,False,False
19385,42,48,12,10,30,358,14,1,False,False,True,False,False
19386,61,16,4,9,4,458,23,1,True,False,True,False,False
19387,37,54,14,7,28,443,9,1,False,False,False,False,True
19388,25,36,23,10,6,592,6,0,False,False,True,True,False
19389,21,33,19,0,20,290,3,0,False,False,False,True,False
19390,60,42,30,10,23,595,10,1,False,False,True,True,False
19391,62,33,13,1,13,980,28,0,False,True,False,True,False
19392,44,36,15,2,4,571,14,0,True,False,False,False,False
19393,63,30,3,4,16,678,8,1,True,False,False,False,True
19394,37,8,22,7,23,109,14,0,True,True,False,False,True
19395,44,59,11,1,19,715,2,0,True,False,False,False,True
19396,54,39,6,2,6,308,19,0,True,False,False,True,False
19397,54,26,15,0,2,896,21,0,False,False,True,False,True
19398,58,31,1,0,6,970,30,0,False,True,False,False,False
19399,22,25,19,5,5,557,10,0,False,False,True,False,False
19400,30,53,15,2,25,554,10,1,False,True,False,True,False
19401,31,59,15,10,23,928,13,1,False,False,False,False,True
19402,28,29,24,4,11,409,17,0,False,False,False,False,False
19403,30,12,22,4,11,932,20,0,False,False,True,True,False
19404,45,53,26,6,23,233,30,1,False,False,True,False,False
19405,53,16,19,2,10,908,9,0,False,False,False,True,False
19406,64,36,1,0,4,297,7,0,False,False,True,False,True
19407,65,36,9,0,18,316,15,0,False,True,False,False,True
19408,32,38,17,4,25,561,24,0,False,True,False,False,False
19409,52,46,6,9,26,975,17,1,True,False,True,False,True
19410,63,13,9,2,27,512,8,0,False,False,True,False,True
19411,42,58,20,0,6,599,9,0,False,True,False,True,False
19412,50,49,24,6,5,127,29,0,False,False,False,False,True
19413,54,20,22,3,22,553,4,0,True,False,False,True,False
19414,20,47,24,0,30,649,20,1,False,True,False,True,False
19415,45,6,15,0,12,379,20,0,True,False,False,False,True
19416,62,24,28,8,3,858,13,0,True,False,False,False,False
19417,32,55,11,6,12,241,19,0,True,False,False,False,True
19418,42,42,23,10,23,327,28,1,False,True,False,False,False
19419,27,30,25,2,24,105,9,0,True,True,False,True,False
19420,57,31,24,6,6,624,9,0,True,False,True,False,True
19421,18,47,21,3,20,632,5,0,False,False,False,False,True
19422,22,17,3,7,9,747,1,0,True,False,False,False,False
19423,64,8,9,7,16,311,15,0,False,True,False,True,False
19424,34,31,6,2,29,953,9,0,True,False,False,False,True
19425,60,28,6,4,20,329,1,0,False,False,False,False,False
19426,54,44,18,10,26,463,4,1,False,True,False,False,False
19427,61,13,15,1,30,588,22,0,True,False,True,False,True
19428,53,56,17,8,11,495,8,0,False,False,True,False,True
19429,47,28,10,4,15,151,6,0,True,False,True,True,False
19430,64,57,20,4,1,450,16,0,False,False,False,False,True
19431,40,56,7,7,30,354,16,1,True,True,False,False,True
19432,62,34,3,5,21,729,23,1,True,False,False,False,True
19433,38,10,1,9,9,897,17,0,False,True,False,False,True
19434,29,41,15,0,14,158,9,0,True,True,False,False,True
19435,28,2,11,6,1,230,4,0,False,True,False,False,True
19436,64,44,8,9,9,485,30,0,True,True,False,False,True
19437,58,41,28,10,30,304,19,1,False,False,True,False,False
19438,61,32,4,4,15,375,19,1,False,True,False,False,False
19439,29,14,26,2,24,901,20,0,True,True,False,True,False
19440,36,39,8,6,8,692,24,0,False,False,False,False,True
19441,55,3,14,10,19,521,27,0,True,False,True,False,True
19442,42,55,10,7,10,713,14,0,False,True,False,True,False
19443,23,60,7,1,21,146,29,1,False,False,True,False,True
19444,38,11,28,10,7,884,25,0,False,True,False,True,False
19445,37,56,11,4,18,457,22,0,False,True,False,False,True
19446,33,10,7,8,22,544,2,0,False,True,False,False,True
19447,48,38,2,7,1,512,17,0,True,False,False,True,False
19448,29,7,13,3,21,549,15,0,False,False,False,False,True
19449,60,44,27,1,3,265,13,0,False,False,True,False,True
19450,35,35,3,9,26,206,8,1,True,False,False,True,False
19451,18,28,19,3,19,837,22,0,True,False,False,False,True
19452,36,53,9,3,29,615,13,1,False,True,False,True,False
19453,32,8,10,9,23,517,12,0,True,False,True,True,False
19454,51,5,19,3,20,746,9,0,False,True,False,False,True
19455,31,9,20,2,16,270,4,0,True,False,True,False,False
19456,47,23,16,9,5,798,13,0,False,False,True,False,True
19457,42,20,25,4,21,950,23,0,False,True,False,False,True
19458,61,10,23,10,24,672,22,0,False,False,True,False,False
19459,56,45,7,2,12,395,25,0,False,False,True,False,True
19460,25,10,15,1,8,237,21,0,False,False,False,True,False
19461,56,47,5,2,18,397,25,0,False,False,True,False,False
19462,63,18,22,1,21,972,12,1,False,False,False,True,False
